Timestamp,SensorID_enc,TimeDelta,event_count,progress_ratio,participant_id,task_id,TimeOfDay_enc,SensorType_enc,sensor_value_binary,sensor_value_continuous,sensor_value_phone,ActivityLabel
48:47.8,17,0.0453188,0.943661972,0.898607439,1,0,1,3,0,0,1,Make a phone call
49:13.6,17,0.956067155,0.957746479,0.971147563,1,0,1,3,1,0,1,Make a phone call
49:15.0,24,0.050129309,0.971830986,0.974951047,1,0,1,4,0,0,1,Make a phone call
49:23.8,17,0.324218379,0.985915493,0.999550618,1,0,1,3,1,0,0,Make a phone call
49:23.9,17,0.005922785,1,1,1,0,1,3,0,0,0,Make a phone call
49:52.6,18,0,0,0,1,1,1,3,1,0,0,Wash hands
49:53.8,19,0.07871778,0.066666667,0.023601894,1,1,1,3,1,0,0,Wash hands
49:54.2,20,0.029272937,0.133333333,0.032378777,1,1,1,3,1,0,0,Wash hands
49:55.5,21,0.082277126,0.2,0.057047867,1,1,1,3,1,0,0,Wash hands
49:55.5,19,0,0.266666667,0.057047867,1,1,1,3,0,0,0,Wash hands
49:55.8,18,0.022591459,0.333333333,0.063821447,1,1,1,3,0,0,0,Wash hands
49:57.5,20,0.116290111,0.4,0.098688625,1,1,1,3,0,0,0,Wash hands
49:57.7,17,0.011296531,0.466666667,0.102075656,1,1,1,3,0,0,0,Wash hands
49:58.1,1,0.025925948,0.533333333,0.109849014,1,1,1,5,0,0.061824275,0,Wash hands
49:59.2,21,0.072974832,0.6,0.131729004,1,1,1,3,0,0,0,Wash hands
50:01.1,1,0.127689446,0.666666667,0.170014036,1,1,1,5,0,0.562730226,0,Wash hands
50:10.3,1,0.611417583,0.733333333,0.353334917,1,1,1,5,0,0.875696832,0,Wash hands
50:25.2,1,1,0.8,0.653164178,1,1,1,5,0,1,0,Wash hands
50:38.7,21,0.90191543,0.866666667,0.923584814,1,1,1,3,1,0,0,Wash hands
50:40.5,1,0.121102348,0.933333333,0.959894842,1,1,1,5,0,0.868296153,0,Wash hands
50:42.5,21,0.133759987,1,1,1,1,1,3,0,0,0,Wash hands
50:43.5,21,0,0,0,1,2,1,3,1,0,0,Cook
50:56.2,11,0.337415126,0.012987013,0.027080293,1,2,1,2,0,0,0,Cook
51:01.6,3,0.142299736,0.025974026,0.038500998,1,2,1,1,1,0,0,Cook
51:03.8,6,0.058304039,0.038961039,0.043180369,1,2,1,2,0,0,0,Cook
51:05.9,7,0.057146067,0.051948052,0.047766803,1,2,1,2,0,0,0,Cook
51:09.8,5,0.102215243,0.064935065,0.055970403,1,2,1,2,0,0,0,Cook
51:10.5,21,0.017995996,0.077922078,0.057414728,1,2,1,3,1,0,0,Cook
51:11.5,8,0.026435823,0.090909091,0.059536416,1,2,1,2,0,0,0,Cook
51:12.5,9,0.027187291,0.103896104,0.061718416,1,2,1,2,0,0,0,Cook
51:16.7,3,0.11236727,0.116883117,0.070736799,1,2,1,1,0,0,0,Cook
51:25.4,2,0.231049424,0.12987013,0.089280384,1,2,1,0,0,0.010146045,0,Cook
51:25.5,21,0.000793655,0.142857143,0.089344081,1,2,1,3,0,0,0,Cook
51:28.3,2,0.076583243,0.155844156,0.095490506,1,2,1,0,0,0.03880534,0,Cook
51:30.0,21,0.04349238,0.168831169,0.098981121,1,2,1,3,1,0,0,Cook
51:46.3,0,0.432163939,0.181818182,0.133665773,1,2,1,5,0,0.844707341,0,Cook
51:49.2,0,0.079177243,0.194805195,0.140020388,1,2,1,5,0,0.862798905,0,Cook
51:50.0,21,0.01891879,0.207792208,0.141538773,1,2,1,3,0,0,0,Cook
51:52.2,0,0.060749892,0.220779221,0.146414444,1,2,1,5,0,0.898260046,0,Cook
51:55.0,21,0.072544851,0.233766234,0.152236755,1,2,1,3,1,0,0,Cook
51:55.1,0,0.003504926,0.246753247,0.152518053,1,2,1,5,0,0.921756011,0,Cook
52:01.7,0,0.173712144,0.25974026,0.166459858,1,2,1,5,0,0.942001546,0,Cook
52:08.0,21,0.16731732,0.272727273,0.179888427,1,2,1,3,0,0,0,Cook
52:10.1,0,0.057005061,0.285714286,0.184463544,1,2,1,5,0,0.96659996,0,Cook
52:12.6,21,0.065502342,0.298701299,0.189720637,1,2,1,3,1,0,0,Cook
52:23.0,4,0.276945654,0.311688312,0.211947766,1,2,1,4,0,0,0,Cook
52:28.8,21,0.153034878,0.324675325,0.224230053,1,2,1,3,0,0,0,Cook
52:44.7,21,0.423428346,0.337662338,0.258213603,1,2,1,3,1,0,0,Cook
52:46.9,21,0.059241621,0.350649351,0.262968222,1,2,1,3,0,0,0,Cook
52:48.3,21,0.035880377,0.363636364,0.265847913,1,2,1,3,1,0,0,Cook
52:52.2,21,0.104302699,0.376623377,0.274219048,1,2,1,3,0,0,0,Cook
53:03.9,21,0.311088528,0.38961039,0.299186419,1,2,1,3,1,0,0,Cook
53:04.7,3,0.021472567,0.402597403,0.300909766,1,2,1,1,1,0,0,Cook
53:07.5,3,0.073655086,0.415584416,0.306821183,1,2,1,1,0,0,0,Cook
53:19.6,0,0.321825715,0.428571429,0.332650299,1,2,1,5,0,0.98502106,0,Cook
53:26.8,21,0.190290299,0.441558442,0.347922635,1,2,1,3,0,0,0,Cook
53:27.1,20,0.008759328,0.454545455,0.348625642,1,2,1,3,1,0,0,Cook
53:34.5,20,0.19445998,0.467532468,0.364232629,1,2,1,3,0,0,0,Cook
53:39.8,21,0.140468593,0.480519481,0.37550637,1,2,1,3,1,0,0,Cook
53:47.9,21,0.215893572,0.493506494,0.392833575,1,2,1,3,0,0,0,Cook
53:49.9,21,0.053615069,0.506493506,0.397136618,1,2,1,3,1,0,0,Cook
53:52.7,21,0.074424102,0.519480519,0.403109754,1,2,1,3,0,0,0,Cook
54:00.2,21,0.198004571,0.532467532,0.419001223,1,2,1,3,1,0,0,Cook
54:10.5,21,0.274553406,0.545454545,0.441036355,1,2,1,3,0,0,0,Cook
54:11.9,21,0.03668197,0.558441558,0.44398038,1,2,1,3,1,0,0,Cook
54:31.5,21,0.520132423,0.571428571,0.485725214,1,2,1,3,0,0,0,Cook
54:34.1,21,0.07014485,0.584415584,0.491354906,1,2,1,3,1,0,0,Cook
54:39.3,21,0.136412359,0.597402597,0.502303101,1,2,1,3,0,0,0,Cook
54:46.2,0,0.185426046,0.61038961,0.517185041,1,2,1,5,0,1,0,Cook
54:46.7,20,0.011018535,0.623376623,0.518069368,1,2,1,3,1,0,0,Cook
54:49.6,0,0.077656654,0.636363636,0.524301942,1,2,1,5,0,0.955296853,0,Cook
54:51.7,20,0.055299578,0.649350649,0.528740181,1,2,1,3,0,0,0,Cook
54:52.3,0,0.016748764,0.662337662,0.530084405,1,2,1,5,0,0.925875219,0,Cook
54:52.5,20,0.005016436,0.675324675,0.530487014,1,2,1,3,1,0,0,Cook
54:58.1,0,0.149282295,0.688311688,0.542468126,1,2,1,5,0,0.904155757,0,Cook
54:58.5,20,0.009944089,0.701298701,0.54326622,1,2,1,3,0,0,0,Cook
55:05.2,20,0.178654825,0.714285714,0.557604714,1,2,1,3,1,0,0,Cook
55:11.6,20,0.170506833,0.727272727,0.571289267,1,2,1,3,0,0,0,Cook
55:16.8,0,0.136243927,0.74025974,0.582223944,1,2,1,5,0,0.877942613,0,Cook
55:48.8,20,0.850390797,0.753246753,0.650474685,1,2,1,3,1,0,0,Cook
55:54.9,20,0.162775462,0.766233766,0.663538733,1,2,1,3,0,0,0,Cook
55:55.5,0,0.014020819,0.779220779,0.664664017,1,2,1,5,0,0.89863452,0,Cook
56:01.5,0,0.160634854,0.792207792,0.677556263,1,2,1,5,0,0.914383377,0,Cook
56:10.5,20,0.237916119,0.805194805,0.696650956,1,2,1,3,1,0,0,Cook
56:16.6,20,0.162158338,0.818181818,0.709665475,1,2,1,3,0,0,0,Cook
56:54.2,21,1,0.831168831,0.789923564,1,2,1,3,1,0,0,Cook
56:56.3,21,0.054856116,0.844155844,0.794326211,1,2,1,3,0,0,0,Cook
56:58.2,0,0.050966589,0.857142857,0.798416692,1,2,1,5,0,0.899101863,0,Cook
57:07.2,0,0.238734969,0.87012987,0.817577105,1,2,1,5,0,0.87515653,0,Cook
57:21.0,21,0.365492261,0.883116883,0.846910815,1,2,1,3,1,0,0,Cook
57:25.5,21,0.119891446,0.896103896,0.856533074,1,2,1,3,0,0,0,Cook
57:27.2,21,0.044563666,0.909090909,0.860109668,1,2,1,3,1,0,0,Cook
57:28.8,21,0.044166666,0.922077922,0.863654401,1,2,1,3,0,0,0,Cook
57:31.5,21,0.071133859,0.935064935,0.869363468,1,2,1,3,1,0,0,Cook
57:35.8,21,0.112217078,0.948051948,0.878369796,1,2,1,3,0,0,0,Cook
58:01.2,0,0.674467209,0.961038961,0.932501246,1,2,1,5,0,0.85470129,0,Cook
58:18.0,21,0.446523375,0.974025974,0.968338359,1,2,1,3,1,0,0,Cook
58:25.5,21,0.199199182,0.987012987,0.984325705,1,2,1,3,0,0,0,Cook
58:32.8,21,0.195298637,1,1,1,2,1,3,1,0,0,Cook
59:01.0,21,0,0,0,1,3,1,3,1,0,0,Eat
59:06.2,20,0.10170271,0.021276596,0.029806563,1,3,1,3,1,0,0,Eat
59:10.4,20,0.082453269,0.042553191,0.053971589,1,3,1,3,0,0,0,Eat
59:10.6,21,0.002828213,0.063829787,0.054800469,1,3,1,3,0,0,0,Eat
59:10.8,21,0.003862927,0.085106383,0.055932597,1,3,1,3,1,0,0,Eat
59:10.9,20,0.002302751,0.106382979,0.056607477,1,3,1,3,1,0,0,Eat
59:12.7,21,0.034685679,0.127659574,0.066772997,1,3,1,3,0,0,0,Eat
59:12.9,20,0.005384264,0.14893617,0.068350992,1,3,1,3,0,0,0,Eat
59:17.0,21,0.079033152,0.170212766,0.091513666,1,3,1,3,1,0,0,Eat
59:19.5,20,0.047973857,0.191489362,0.105573623,1,3,1,3,1,0,0,Eat
59:19.9,21,0.008112328,0.212765957,0.107951147,1,3,1,3,0,0,0,Eat
59:21.4,19,0.029407924,0.234042553,0.116569887,1,3,1,3,1,0,0,Eat
59:23.8,21,0.046998582,0.255319149,0.130344015,1,3,1,3,1,0,0,Eat
59:25.6,19,0.034520884,0.276595745,0.140461237,1,3,1,3,0,0,0,Eat
59:26.0,3,0.008031393,0.29787234,0.142815041,1,3,1,1,1,0,0,Eat
59:26.9,20,0.018526275,0.319148936,0.148244637,1,3,1,3,0,0,0,Eat
59:27.4,10,0.009750727,0.340425532,0.151102335,1,3,1,2,0,0,0,Eat
59:29.9,3,0.048090704,0.361702128,0.165196538,1,3,1,1,0,0,0,Eat
59:38.5,19,0.168804694,0.382978723,0.214669042,1,3,1,3,1,0,0,Eat
59:38.6,20,0.000940182,0.404255319,0.214944587,1,3,1,3,1,0,0,Eat
59:39.2,18,0.012554868,0.425531915,0.21862411,1,3,1,3,1,0,0,Eat
59:41.7,17,0.047603379,0.446808511,0.23257549,1,3,1,3,1,0,0,Eat
59:42.5,19,0.016712937,0.468085106,0.23747364,1,3,1,3,0,0,0,Eat
59:42.8,20,0.004691977,0.489361702,0.238848744,1,3,1,3,0,0,0,Eat
59:43.8,21,0.021018674,0.510638298,0.2450088,1,3,1,3,0,0,0,Eat
59:45.1,17,0.024681283,0.531914894,0.252242277,1,3,1,3,0,0,0,Eat
59:46.0,17,0.017161463,0.553191489,0.25727188,1,3,1,3,1,0,0,Eat
59:47.5,17,0.030383278,0.574468085,0.266176471,1,3,1,3,0,0,0,Eat
59:52.7,18,0.099693403,0.595744681,0.295394156,1,3,1,3,0,0,0,Eat
59:52.9,18,0.00417424,0.617021277,0.296617524,1,3,1,3,1,0,0,Eat
59:55.5,18,0.051087634,0.638297872,0.311590053,1,3,1,3,0,0,0,Eat
59:55.6,17,0.002913108,0.659574468,0.312443813,1,3,1,3,1,0,0,Eat
59:55.6,18,0,0.680851064,0.312443813,1,3,1,3,1,0,0,Eat
59:59.6,17,0.077681254,0.70212766,0.335210279,1,3,1,3,0,0,0,Eat
59:59.8,17,0.002770414,0.723404255,0.336022219,1,3,1,3,1,0,0,Eat
00:01.6,17,0.035200588,0.744680851,0.346338645,1,3,1,3,0,0,0,Eat
00:03.0,18,0.02773055,0.765957447,0.354465788,1,3,1,3,0,0,0,Eat
00:06.8,17,0.074753145,0.787234043,0.376374096,1,3,1,3,1,0,0,Eat
00:08.5,17,0.033295761,0.808510638,0.386132265,1,3,1,3,0,0,0,Eat
00:27.2,18,0.365085507,0.829787234,0.49312985,1,3,1,3,1,0,0,Eat
00:37.5,18,0.199811573,0.85106383,0.551689708,1,3,1,3,0,0,0,Eat
01:28.8,18,1,0.872340426,0.844765118,1,3,1,3,1,0,0,Eat
01:30.7,18,0.03708265,0.893617021,0.855633131,1,3,1,3,0,0,0,Eat
01:31.4,18,0.015527473,0.914893617,0.860183851,1,3,1,3,1,0,0,Eat
01:33.2,18,0.034742581,0.936170213,0.870366047,1,3,1,3,0,0,0,Eat
01:51.4,17,0.35390261,0.957446809,0.9740862,1,3,1,3,1,0,0,Eat
01:55.6,17,0.083155289,0.978723404,0.99845697,1,3,1,3,0,0,0,Eat
01:55.9,17,0.005264959,1,1,1,3,1,3,1,0,0,Eat
01:57.7,18,0,0,0,1,4,1,3,1,0,0,Clean
01:57.8,17,0.002344204,0.01754386,0.000599054,1,4,1,3,0,0,0,Clean
01:59.7,18,0.023242942,0.035087719,0.006538717,1,4,1,3,1,0,0,Clean
02:01.8,17,0.025142703,0.052631579,0.012963858,1,4,1,3,1,0,0,Clean
02:01.9,18,0.00167873,0.070175439,0.013392852,1,4,1,3,0,0,0,Clean
02:03.6,17,0.021047169,0.087719298,0.018771391,1,4,1,3,0,0,0,Clean
02:18.1,18,0.179361191,0.105263158,0.064606594,1,4,1,3,1,0,0,Clean
02:18.3,17,0.002405747,0.122807018,0.065221375,1,4,1,3,1,0,0,Clean
02:21.9,17,0.044376606,0.140350877,0.076561681,1,4,1,3,0,0,0,Clean
02:27.0,19,0.062248709,0.157894737,0.092469148,1,4,1,3,1,0,0,Clean
02:27.7,20,0.008327479,0.175438596,0.09459721,1,4,1,3,1,0,0,Clean
02:29.2,21,0.018665906,0.192982456,0.099367225,1,4,1,3,1,0,0,Clean
02:29.8,19,0.007624205,0.210526316,0.101315567,1,4,1,3,0,0,0,Clean
02:30.9,18,0.013213101,0.228070175,0.104692135,1,4,1,3,0,0,0,Clean
02:31.5,20,0.007464469,0.245614035,0.106599657,1,4,1,3,0,0,0,Clean
02:33.2,21,0.021818735,0.263157895,0.112175368,1,4,1,3,0,0,0,Clean
02:33.5,21,0.003430935,0.280701754,0.113052133,1,4,1,3,1,0,0,Clean
02:35.4,21,0.023868248,0.298245614,0.119151591,1,4,1,3,0,0,0,Clean
02:40.4,21,0.061650811,0.315789474,0.134906266,1,4,1,3,1,0,0,Clean
02:43.4,3,0.037171361,0.333333333,0.144405294,1,4,1,1,1,0,0,Clean
02:48.9,21,0.067766634,0.350877193,0.16172285,1,4,1,3,0,0,0,Clean
02:50.2,8,0.015186658,0.368421053,0.165603754,1,4,1,2,0,0,0,Clean
02:52.6,7,0.029472891,0.385964912,0.173135461,1,4,1,2,0,0,0,Clean
02:54.5,10,0.024353391,0.403508772,0.179358895,1,4,1,2,0,0,0,Clean
02:56.7,21,0.026746377,0.421052632,0.18619385,1,4,1,3,1,0,0,Clean
02:58.9,3,0.027733557,0.438596491,0.193281076,1,4,1,1,0,0,0,Clean
03:09.7,22,0.132326487,0.456140351,0.227096704,1,4,1,3,1,0,0,Clean
03:16.0,21,0.077599656,0.473684211,0.246927058,1,4,1,3,0,0,0,Clean
03:19.7,22,0.046153072,0.49122807,0.258721335,1,4,1,3,0,0,0,Clean
03:20.3,22,0.007860637,0.50877193,0.260730096,1,4,1,3,1,0,0,Clean
03:21.2,21,0.010601614,0.526315789,0.263439306,1,4,1,3,1,0,0,Clean
03:24.4,22,0.039021501,0.543859649,0.273411131,1,4,1,3,0,0,0,Clean
03:24.5,21,0.001986391,0.561403509,0.273918748,1,4,1,3,0,0,0,Clean
03:28.3,1,0.046350496,0.578947368,0.285763475,1,4,1,5,0,0.13910319,0,Clean
03:31.9,1,0.044453253,0.596491228,0.297123367,1,4,1,5,0,0.569994713,0,Clean
04:13.2,1,0.509449812,0.614035088,0.427311706,1,4,1,5,0,0.894326488,0,Clean
04:16.1,1,0.036915296,0.631578947,0.436745297,1,4,1,5,0,0.709418413,0,Clean
05:37.2,1,1,0.649122807,0.692292234,1,4,1,5,0,0.104548437,0,Clean
05:40.1,1,0.03653965,0.666666667,0.70162983,1,4,1,5,0,0.863629163,0,Clean
06:03.5,22,0.288676515,0.684210526,0.775400229,1,4,1,3,1,0,0,Clean
06:05.0,22,0.017939062,0.701754386,0.779984501,1,4,1,3,0,0,0,Clean
06:33.1,21,0.347457194,0.719298246,0.868776123,1,4,1,3,1,0,0,Clean
06:34.1,1,0.011924998,0.736842105,0.87182352,1,4,1,5,0,0.979989755,0,Clean
06:34.5,22,0.005248446,0.754385965,0.873164744,1,4,1,3,1,0,0,Clean
06:35.6,21,0.013077047,0.771929825,0.876506543,1,4,1,3,0,0,0,Clean
06:39.8,22,0.051839829,0.789473684,0.889754053,1,4,1,3,0,0,0,Clean
06:41.7,22,0.02403756,0.807017544,0.895896778,1,4,1,3,1,0,0,Clean
06:42.2,21,0.005961024,0.824561404,0.897420099,1,4,1,3,1,0,0,Clean
06:42.8,22,0.006603139,0.842105263,0.899107511,1,4,1,3,1,0,0,Clean
06:46.2,1,0.042377467,0.859649123,0.909936943,1,4,1,5,0,0.121423943,0,Clean
06:47.3,22,0.014022911,0.877192982,0.913520455,1,4,1,3,0,0,0,Clean
06:47.5,21,0.001740358,0.894736842,0.913965198,1,4,1,3,0,0,0,Clean
06:49.2,1,0.020776011,0.912280702,0.919274444,1,4,1,5,0,0.749196155,0,Clean
07:02.7,21,0.167446349,0.929824561,0.962064846,1,4,1,3,1,0,0,Clean
07:04.1,1,0.017077559,0.947368421,0.966428963,1,4,1,5,0,1,0,Clean
07:07.1,1,0.037295383,0.964912281,0.975959684,1,4,1,5,0,0.213758046,0,Clean
07:11.6,22,0.054779994,0.98245614,0.989958544,1,4,1,3,1,0,0,Clean
07:14.8,22,0.039293979,1,1,1,4,1,3,0,0,0,Clean
50:03.6,23,0,0,0,2,0,1,3,1,0,0,Make a phone call
50:04.5,14,0.030873811,0.032258065,0.008339989,2,0,1,3,1,0,0,Make a phone call
50:04.5,15,0,0.064516129,0.008339989,2,0,1,3,1,0,0,Make a phone call
50:05.4,23,0.02931419,0.096774194,0.016258675,2,0,1,3,0,0,0,Make a phone call
50:05.6,14,0.005665046,0.129032258,0.017788983,2,0,1,3,0,0,0,Make a phone call
50:06.2,18,0.022761454,0.161290323,0.023937568,2,0,1,3,1,0,0,Make a phone call
50:07.5,15,0.044393297,0.193548387,0.035929596,2,0,1,3,0,0,0,Make a phone call
50:08.8,17,0.04487185,0.225806452,0.048050897,2,0,1,3,1,0,0,Make a phone call
50:09.3,13,0.016789057,0.258064516,0.05258615,2,0,1,3,0,0,0,Make a phone call
50:09.8,17,0.017647293,0.290322581,0.057353239,2,0,1,3,0,0,0,Make a phone call
50:11.3,18,0.051258878,0.322580645,0.071199877,2,0,1,3,0,0,0,Make a phone call
50:11.5,12,0.004774128,0.35483871,0.072489519,2,0,1,2,0,0,0,Make a phone call
50:13.5,18,0.071323651,0.387096774,0.091756284,2,0,1,3,1,0,0,Make a phone call
50:17.1,18,0.122453175,0.419354839,0.124834745,2,0,1,3,0,0,0,Make a phone call
50:26.4,18,0.319822579,0.451612903,0.211228898,2,0,1,3,1,0,0,Make a phone call
50:30.6,18,0.142256839,0.483870968,0.249656951,2,0,1,3,0,0,0,Make a phone call
50:31.5,18,0.030213862,0.516129032,0.257818667,2,0,1,3,1,0,0,Make a phone call
50:33.8,18,0.081704395,0.548387097,0.279889598,2,0,1,3,0,0,0,Make a phone call
50:37.4,18,0.12378327,0.580645161,0.313327359,2,0,1,3,1,0,0,Make a phone call
50:39.9,18,0.083328281,0.612903226,0.335836953,2,0,1,3,0,0,0,Make a phone call
50:40.6,17,0.026083515,0.64516129,0.342882932,2,0,1,3,1,0,0,Make a phone call
50:43.7,17,0.105602188,0.677419355,0.371409409,2,0,1,3,0,0,0,Make a phone call
50:46.5,17,0.095788498,0.709677419,0.3972849,2,0,1,3,1,0,0,Make a phone call
50:48.8,17,0.077848546,0.741935484,0.418314245,2,0,1,3,0,0,0,Make a phone call
50:49.5,18,0.025661125,0.774193548,0.425246123,2,0,1,3,1,0,0,Make a phone call
50:51.1,17,0.05552953,0.806451613,0.440246398,2,0,1,3,1,0,0,Make a phone call
50:51.4,18,0.008031237,0.838709677,0.442415888,2,0,1,3,0,0,0,Make a phone call
50:52.9,17,0.051960023,0.870967742,0.456451927,2,0,1,3,0,0,0,Make a phone call
51:22.0,24,1,0.903225806,0.726583429,2,0,1,4,0,0,1,Make a phone call
51:49.5,18,0.945031722,0.935483871,0.981866267,2,0,1,3,1,0,1,Make a phone call
51:51.0,24,0.050522271,0.967741935,0.995513924,2,0,1,4,0,0,1,Make a phone call
51:51.5,18,0.016607008,1,1,2,0,1,3,0,0,0,Make a phone call
51:58.6,17,0,0,0,2,1,1,3,1,0,0,Wash hands
51:58.6,18,0,0.041666667,0,2,1,1,3,0,0,0,Wash hands
51:58.9,12,0.020712811,0.083333333,0.005264188,2,1,1,2,0,0,0,Wash hands
