Timestamp,SensorID,SensorValue,participant_id,task_id
2008-02-27 12:46:07.504462,M13,ON,1,0
2008-02-27 12:46:09.525861,M13,OFF,1,0
2008-02-27 12:46:19.521997,M13,ON,1,0
2008-02-27 12:46:26.252702,M13,OFF,1,0
2008-02-27 12:46:29.871678,M13,ON,1,0
2008-02-27 12:46:30.906549,M13,OFF,1,0
2008-02-27 12:46:31.316060,M13,ON,1,0
2008-02-27 12:46:32.777380,M13,OFF,1,0
2008-02-27 12:46:36.340567,M13,ON,1,0
2008-02-27 12:46:37.424275,M13,OFF,1,0
2008-02-27 12:46:40.749677,M13,ON,1,0
2008-02-27 12:46:47.251986,M13,OFF,1,0
2008-02-27 12:46:54.428048,M13,ON,1,0
2008-02-27 12:47:03.273494,M13,OFF,1,0
2008-02-27 12:47:03.611422,M13,ON,1,0
2008-02-27 12:47:05.976711,M13,OFF,1,0
2008-02-27 12:47:14.114371,M13,ON,1,0
2008-02-27 12:47:29.971741,M13,OFF,1,0
2008-02-27 12:47:33.645395,M13,ON,1,0
2008-02-27 12:47:37.000000,asterisk,START,1,0
2008-02-27 12:47:42.366600,M13,OFF,1,0
2008-02-27 12:47:42.772473,M13,ON,1,0
2008-02-27 12:47:46.425463,M13,OFF,1,0
2008-02-27 12:47:59.416368,M13,ON,1,0
2008-02-27 12:48:02.284521,M13,OFF,1,0
2008-02-27 12:48:16.509518,M13,ON,1,0
2008-02-27 12:48:19.506627,M13,OFF,1,0
2008-02-27 12:48:46.556571,M13,ON,1,0
2008-02-27 12:48:47.782442,M13,OFF,1,0
2008-02-27 12:49:13.644005,M13,ON,1,0
2008-02-27 12:49:15.000000,asterisk,END,1,0
2008-02-27 12:49:23.770089,M13,ON,1,0
2008-02-27 12:49:23.930300,M13,OFF,1,0
2008-02-27 12:49:52.624433,M14,ON,1,1
2008-02-27 12:49:53.802099,M15,ON,1,1
2008-02-27 12:49:54.240040,M16,ON,1,1
2008-02-27 12:49:55.470956,M17,ON,1,1
2008-02-27 12:49:55.470956,M15,OFF,1,1
2008-02-27 12:49:55.808938,M14,OFF,1,1
2008-02-27 12:49:57.548709,M16,OFF,1,1
2008-02-27 12:49:57.717712,M13,OFF,1,1
2008-02-27 12:49:58.105580,AD1-B,0.0332818,1,1
2008-02-27 12:49:59.197328,M17,OFF,1,1
2008-02-27 12:50:01.107640,AD1-B,0.302934,1,1
2008-02-27 12:50:10.254820,AD1-B,0.471413,1,1
2008-02-27 12:50:25.215430,AD1-B,0.538329,1,1
2008-02-27 12:50:38.708635,M17,ON,1,1
2008-02-27 12:50:40.520400,AD1-B,0.467429,1,1
2008-02-27 12:50:42.521531,M17,OFF,1,1
2008-02-27 12:50:43.533263,M17,ON,1,2
2008-02-27 12:50:56.242000,I07,ABSENT,1,2
2008-02-27 12:51:01.601718,D01,OPEN,1,2
2008-02-27 12:51:03.797739,I02,ABSENT,1,2
2008-02-27 12:51:05.950145,I03,ABSENT,1,2
2008-02-27 12:51:09.800081,I01,ABSENT,1,2
2008-02-27 12:51:10.477900,M17,ON,1,2
2008-02-27 12:51:11.473605,I04,ABSENT,1,2
2008-02-27 12:51:12.497614,I05,ABSENT,1,2
2008-02-27 12:51:16.729926,D01,CLOSE,1,2
2008-02-27 12:51:25.432400,AD1-C,0.0338677,1,2
2008-02-27 12:51:25.462293,M17,OFF,1,2
2008-02-27 12:51:28.346800,AD1-C,0.129533,1,2
2008-02-27 12:51:29.984940,M17,ON,1,2
2008-02-27 12:51:46.262390,AD1-A,2.81965,1,2
2008-02-27 12:51:49.244600,AD1-A,2.88004,1,2
2008-02-27 12:51:49.957176,M17,OFF,1,2
2008-02-27 12:51:52.245320,AD1-A,2.99841,1,2
2008-02-27 12:51:54.977721,M17,ON,1,2
2008-02-27 12:51:55.109734,AD1-A,3.07684,1,2
2008-02-27 12:52:01.652600,AD1-A,3.14442,1,2
2008-02-27 12:52:07.954605,M17,OFF,1,2
2008-02-27 12:52:10.101700,AD1-A,3.22653,1,2
2008-02-27 12:52:12.568845,M17,ON,1,2
2008-02-27 12:52:23.000000,E01,STOP_INSTRUCT,1,2
2008-02-27 12:52:28.764057,M17,OFF,1,2
2008-02-27 12:52:44.712481,M17,ON,1,2
2008-02-27 12:52:46.943816,M17,OFF,1,2
2008-02-27 12:52:48.295250,M17,ON,1,2
2008-02-27 12:52:52.223810,M17,OFF,1,2
2008-02-27 12:53:03.940956,M17,ON,1,2
2008-02-27 12:53:04.749720,D01,OPEN,1,2
2008-02-27 12:53:07.523938,D01,CLOSE,1,2
2008-02-27 12:53:19.645500,AD1-A,3.28802,1,2
2008-02-27 12:53:26.812782,M17,OFF,1,2
2008-02-27 12:53:27.142702,M16,ON,1,2
2008-02-27 12:53:34.467035,M16,OFF,1,2
2008-02-27 12:53:39.757783,M17,ON,1,2
2008-02-27 12:53:47.889412,M17,OFF,1,2
2008-02-27 12:53:49.908823,M17,ON,1,2
2008-02-27 12:53:52.712006,M17,OFF,1,2
2008-02-27 12:54:00.169846,M17,ON,1,2
2008-02-27 12:54:10.510897,M17,OFF,1,2
2008-02-27 12:54:11.892523,M17,ON,1,2
2008-02-27 12:54:31.483305,M17,OFF,1,2
2008-02-27 12:54:34.125310,M17,ON,1,2
2008-02-27 12:54:39.263280,M17,OFF,1,2
2008-02-27 12:54:46.247350,AD1-A,3.33802,1,2
2008-02-27 12:54:46.662363,M16,ON,1,2
2008-02-27 12:54:49.587300,AD1-A,3.1888,1,2
2008-02-27 12:54:51.670158,M16,OFF,1,2
2008-02-27 12:54:52.301000,AD1-A,3.09059,1,2
2008-02-27 12:54:52.489944,M16,ON,1,2
2008-02-27 12:54:58.112660,AD1-A,3.01809,1,2
2008-02-27 12:54:58.487204,M16,OFF,1,2
2008-02-27 12:55:05.216236,M16,ON,1,2
2008-02-27 12:55:11.638374,M16,OFF,1,2
2008-02-27 12:55:16.770000,AD1-A,2.93059,1,2
2008-02-27 12:55:48.799960,M16,ON,1,2
2008-02-27 12:55:54.930896,M16,OFF,1,2
2008-02-27 12:55:55.458990,AD1-A,2.99966,1,2
2008-02-27 12:56:01.509300,AD1-A,3.05223,1,2
2008-02-27 12:56:10.470408,M16,ON,1,2
2008-02-27 12:56:16.578100,M16,OFF,1,2
2008-02-27 12:56:54.243089,M17,ON,1,2
2008-02-27 12:56:56.309244,M17,OFF,1,2
2008-02-27 12:56:58.228900,AD1-A,3.00122,1,2
2008-02-27 12:57:07.220850,AD1-A,2.92129,1,2
2008-02-27 12:57:20.987112,M17,ON,1,2
2008-02-27 12:57:25.502822,M17,OFF,1,2
2008-02-27 12:57:27.181312,M17,ON,1,2
2008-02-27 12:57:28.844849,M17,OFF,1,2
2008-02-27 12:57:31.524105,M17,ON,1,2
2008-02-27 12:57:35.750760,M17,OFF,1,2
2008-02-27 12:58:01.154560,AD1-A,2.85301,1,2
2008-02-27 12:58:17.972858,M17,ON,1,2
2008-02-27 12:58:25.475693,M17,OFF,1,2
2008-02-27 12:58:32.831614,M17,ON,1,2
2008-02-27 12:59:00.988738,M17,ON,1,3
2008-02-27 12:59:06.202371,M16,ON,1,3
2008-02-27 12:59:10.429211,M16,OFF,1,3
2008-02-27 12:59:10.574195,M17,OFF,1,3
2008-02-27 12:59:10.772222,M17,ON,1,3
2008-02-27 12:59:10.890269,M16,ON,1,3
2008-02-27 12:59:12.668377,M17,OFF,1,3
2008-02-27 12:59:12.944393,M16,OFF,1,3
2008-02-27 12:59:16.995906,M17,ON,1,3
2008-02-27 12:59:19.455212,M16,ON,1,3
2008-02-27 12:59:19.871078,M17,OFF,1,3
2008-02-27 12:59:21.378630,M15,ON,1,3
2008-02-27 12:59:23.787940,M17,ON,1,3
2008-02-27 12:59:25.557600,M15,OFF,1,3
2008-02-27 12:59:25.969317,D01,OPEN,1,3
2008-02-27 12:59:26.919038,M16,OFF,1,3
2008-02-27 12:59:27.418894,I06,ABSENT,1,3
2008-02-27 12:59:29.884190,D01,CLOSE,1,3
2008-02-27 12:59:38.537703,M15,ON,1,3
2008-02-27 12:59:38.585900,M16,ON,1,3
2008-02-27 12:59:39.229506,M14,ON,1,3
2008-02-27 12:59:41.669820,M13,ON,1,3
2008-02-27 12:59:42.526583,M15,OFF,1,3
2008-02-27 12:59:42.767110,M16,OFF,1,3
2008-02-27 12:59:43.844600,M17,OFF,1,3
2008-02-27 12:59:45.109848,M13,OFF,1,3
2008-02-27 12:59:45.989604,M13,ON,1,3
2008-02-27 12:59:47.547156,M13,OFF,1,3
2008-02-27 12:59:52.657785,M14,OFF,1,3
2008-02-27 12:59:52.871771,M14,ON,1,3
2008-02-27 12:59:55.490700,M14,OFF,1,3
2008-02-27 12:59:55.640036,M13,ON,1,3
2008-02-27 12:59:55.640036,M14,ON,1,3
2008-02-27 12:59:59.622246,M13,OFF,1,3
2008-02-27 12:59:59.764267,M13,ON,1,3
2008-02-27 13:00:01.568771,M13,OFF,1,3
2008-02-27 13:00:02.990335,M14,OFF,1,3
2008-02-27 13:00:06.822440,M13,ON,1,3
2008-02-27 13:00:08.529296,M13,OFF,1,3
2008-02-27 13:00:27.244843,M14,ON,1,3
2008-02-27 13:00:37.487876,M14,OFF,1,3
2008-02-27 13:01:28.751338,M14,ON,1,3
2008-02-27 13:01:30.652323,M14,OFF,1,3
2008-02-27 13:01:31.448315,M14,ON,1,3
2008-02-27 13:01:33.229340,M14,OFF,1,3
2008-02-27 13:01:51.371613,M13,ON,1,3
2008-02-27 13:01:55.634441,M13,OFF,1,3
2008-02-27 13:01:55.904341,M13,ON,1,3
2008-02-27 13:01:57.657831,M14,ON,1,4
2008-02-27 13:01:57.847791,M13,OFF,1,4
2008-02-27 13:01:59.731257,M14,ON,1,4
2008-02-27 13:02:01.768668,M13,ON,1,4
2008-02-27 13:02:01.904702,M14,OFF,1,4
2008-02-27 13:02:03.610236,M13,OFF,1,4
2008-02-27 13:02:18.144571,M14,ON,1,4
2008-02-27 13:02:18.339518,M13,ON,1,4
2008-02-27 13:02:21.935527,M13,OFF,1,4
2008-02-27 13:02:26.979782,M15,ON,1,4
2008-02-27 13:02:27.654590,M16,ON,1,4
2008-02-27 13:02:29.167161,M17,ON,1,4
2008-02-27 13:02:29.784980,M15,OFF,1,4
2008-02-27 13:02:30.855689,M14,OFF,1,4
2008-02-27 13:02:31.460564,M16,OFF,1,4
2008-02-27 13:02:33.228621,M17,OFF,1,4
2008-02-27 13:02:33.506643,M17,ON,1,4
2008-02-27 13:02:35.440780,M17,OFF,1,4
2008-02-27 13:02:40.436585,M17,ON,1,4
2008-02-27 13:02:43.448725,D01,OPEN,1,4
2008-02-27 13:02:48.940119,M17,OFF,1,4
2008-02-27 13:02:50.170753,I04,PRESENT,1,4
2008-02-27 13:02:52.559056,I03,PRESENT,1,4
2008-02-27 13:02:54.532506,I06,PRESENT,1,4
2008-02-27 13:02:56.699869,M17,ON,1,4
2008-02-27 13:02:58.947227,D01,CLOSE,1,4
2008-02-27 13:03:09.670157,M18,ON,1,4
2008-02-27 13:03:15.958359,M17,OFF,1,4
2008-02-27 13:03:19.698322,M18,OFF,1,4
2008-02-27 13:03:20.335300,M18,ON,1,4
2008-02-27 13:03:21.194390,M17,ON,1,4
2008-02-27 13:03:24.356454,M18,OFF,1,4
2008-02-27 13:03:24.517419,M17,OFF,1,4
2008-02-27 13:03:28.273380,AD1-B,0.0676182,1,4
2008-02-27 13:03:31.875600,AD1-B,0.277075,1,4
2008-02-27 13:04:13.158300,AD1-B,0.434733,1,4
2008-02-27 13:04:16.149690,AD1-B,0.344849,1,4
2008-02-27 13:05:37.183580,AD1-B,0.0508211,1,4
2008-02-27 13:05:40.144530,AD1-B,0.419811,1,4
2008-02-27 13:06:03.537111,M18,ON,1,4
2008-02-27 13:06:04.990783,M18,OFF,1,4
2008-02-27 13:06:33.146591,M17,ON,1,4
2008-02-27 13:06:34.112920,AD1-B,0.476374,1,4
2008-02-27 13:06:34.538222,M18,ON,1,4
2008-02-27 13:06:35.597906,M17,OFF,1,4
2008-02-27 13:06:39.798689,M18,OFF,1,4
2008-02-27 13:06:41.746546,M18,ON,1,4
2008-02-27 13:06:42.229591,M17,ON,1,4
2008-02-27 13:06:42.764669,M18,ON,1,4
2008-02-27 13:06:46.198680,AD1-B,0.0590243,1,4
2008-02-27 13:06:47.335011,M18,OFF,1,4
2008-02-27 13:06:47.476039,M17,OFF,1,4
2008-02-27 13:06:49.159600,AD1-B,0.364185,1,4
2008-02-27 13:07:02.728429,M17,ON,1,4
2008-02-27 13:07:04.112290,AD1-B,0.486101,1,4
2008-02-27 13:07:07.134480,AD1-B,0.103908,1,4
2008-02-27 13:07:11.573516,M18,ON,1,4
2008-02-27 13:07:14.757660,M18,OFF,1,4
2008-02-29 12:50:03.649200,M23,ON,2,0
2008-02-29 12:50:04.548539,M07,ON,2,0
2008-02-29 12:50:04.548539,M08,ON,2,0
2008-02-29 12:50:05.402447,M23,OFF,2,0
2008-02-29 12:50:05.567467,M07,OFF,2,0
2008-02-29 12:50:06.230497,M14,ON,2,0
2008-02-29 12:50:07.523652,M08,OFF,2,0
2008-02-29 12:50:08.830747,M13,ON,2,0
2008-02-29 12:50:09.319804,M01,OFF,2,0
2008-02-29 12:50:09.833861,M13,OFF,2,0
2008-02-29 12:50:11.327007,M14,OFF,2,0
2008-02-29 12:50:11.466075,I08,ABSENT,2,0
2008-02-29 12:50:13.543698,M14,ON,2,0
2008-02-29 12:50:17.110699,M14,OFF,2,0
2008-02-29 12:50:26.426974,M14,ON,2,0
2008-02-29 12:50:30.570846,M14,OFF,2,0
2008-02-29 12:50:31.450961,M14,ON,2,0
2008-02-29 12:50:33.830970,M14,OFF,2,0
2008-02-29 12:50:37.436716,M14,ON,2,0
2008-02-29 12:50:39.864028,M14,OFF,2,0
2008-02-29 12:50:40.623828,M13,ON,2,0
2008-02-29 12:50:43.699968,M13,OFF,2,0
2008-02-29 12:50:46.490240,M13,ON,2,0
2008-02-29 12:50:48.757930,M13,OFF,2,0
2008-02-29 12:50:49.505426,M14,ON,2,0
2008-02-29 12:50:51.122974,M13,ON,2,0
2008-02-29 12:50:51.356920,M14,OFF,2,0
2008-02-29 12:50:52.870490,M13,OFF,2,0
2008-02-29 12:51:22.000000,asterisk,START,2,0
2008-02-29 12:51:49.528311,M14,ON,2,0
2008-02-29 12:51:51.000000,asterisk,END,2,0
2008-02-29 12:51:51.483754,M14,OFF,2,0
2008-02-29 12:51:58.605865,M13,ON,2,1
2008-02-29 12:51:58.605865,M14,OFF,2,1
2008-02-29 12:51:58.909753,I08,PRESENT,2,1
2008-02-29 12:52:01.639008,M14,ON,2,1
2008-02-29 12:52:03.542513,M13,OFF,2,1
2008-02-29 12:52:04.622220,M14,OFF,2,1
2008-02-29 12:52:09.330978,M14,ON,2,1
2008-02-29 12:52:09.892831,M13,ON,2,1
2008-02-29 12:52:11.646349,M13,OFF,2,1
2008-02-29 12:52:13.691857,M15,ON,2,1
2008-02-29 12:52:14.149673,M16,ON,2,1
2008-02-29 12:52:15.369367,M17,ON,2,1
2008-02-29 12:52:17.209860,M14,OFF,2,1
2008-02-29 12:52:17.373545,M16,OFF,2,1
2008-02-29 12:52:17.489080,M15,OFF,2,1
2008-02-29 12:52:19.642209,M17,OFF,2,1
2008-02-29 12:52:19.933500,AD1-C,0.0351177,2,1
2008-02-29 12:52:22.494100,AD1-C,0.336568,2,1
2008-02-29 12:52:37.165600,AD1-C,0.52618,2,1
2008-02-29 12:52:38.583396,M17,ON,2,1
2008-02-29 12:52:40.160010,AD1-C,0.394342,2,1
2008-02-29 12:52:43.969025,M17,OFF,2,1
2008-02-29 12:52:44.456067,M17,ON,2,1
2008-02-29 12:52:51.250523,M18,ON,2,1
2008-02-29 12:52:56.333292,M18,OFF,2,1
2008-02-29 12:53:14.516401,M17,ON,2,2
2008-02-29 12:53:14.995274,D01,OPEN,2,2
2008-02-29 12:53:20.368630,I07,ABSENT,2,2
2008-02-29 12:53:20.894643,M17,OFF,2,2
2008-02-29 12:53:24.411686,M17,ON,2,2
2008-02-29 12:53:25.185380,AD1-A,2.80004,2,2
2008-02-29 12:53:28.137050,AD1-A,2.90075,2,2
2008-02-29 12:53:29.582545,M17,OFF,2,2
2008-02-29 12:53:31.156260,AD1-A,3.01583,2,2
2008-02-29 12:53:32.170792,I05,ABSENT,2,2
2008-02-29 12:53:33.145885,M17,ON,2,2
2008-02-29 12:53:34.192300,AD1-A,3.08747,2,2
2008-02-29 12:53:40.502700,AD1-A,3.1581,2,2
2008-02-29 12:53:40.752885,M17,OFF,2,2
2008-02-29 12:53:43.104230,AD1-C,0.0539852,2,2
2008-02-29 12:53:47.505846,M17,ON,2,2
2008-02-29 12:53:49.237200,AD1-A,3.23599,2,2
2008-02-29 12:53:49.237200,AD1-C,0.180745,2,2
2008-02-29 12:53:52.426717,M17,OFF,2,2
2008-02-29 12:53:59.168161,M17,ON,2,2
2008-02-29 12:53:59.918096,I05,PRESENT,2,2
2008-02-29 12:54:00.267124,M17,OFF,2,2
2008-02-29 12:54:00.930570,I05,PRESENT,2,2
2008-02-29 12:54:01.434752,M17,ON,2,2
2008-02-29 12:54:02.431468,I02,ABSENT,2,2
2008-02-29 12:54:03.669141,M17,OFF,2,2
2008-02-29 12:54:04.457950,M17,ON,2,2
2008-02-29 12:54:06.319429,M17,OFF,2,2
2008-02-29 12:54:06.711328,M17,ON,2,2
2008-02-29 12:54:07.890998,I05,ABSENT,2,2
2008-02-29 12:54:08.494839,M17,OFF,2,2
2008-02-29 12:54:09.204648,M17,ON,2,2
2008-02-29 12:54:10.798223,M17,OFF,2,2
2008-02-29 12:54:11.324094,M17,ON,2,2
2008-02-29 12:54:13.783430,M17,ON,2,2
2008-02-29 12:54:17.586372,M17,OFF,2,2
2008-02-29 12:54:19.841752,M17,ON,2,2
2008-02-29 12:54:21.637261,M17,OFF,2,2
2008-02-29 12:54:21.851207,M17,ON,2,2
2008-02-29 12:54:23.520735,M17,OFF,2,2
2008-02-29 12:54:28.775331,M17,ON,2,2
2008-02-29 12:54:32.442353,M17,OFF,2,2
2008-02-29 12:54:32.922223,M17,ON,2,2
2008-02-29 12:54:39.902451,M17,OFF,2,2
2008-02-29 12:54:40.574574,M17,ON,2,2
2008-02-29 12:54:40.574574,I02,PRESENT,2,2
2008-02-29 12:54:43.515818,M17,OFF,2,2
2008-02-29 12:54:52.159860,AD1-A,3.2895,2,2
2008-02-29 12:54:55.135150,AD1-A,3.15145,2,2
2008-02-29 12:54:56.346224,M17,ON,2,2
2008-02-29 12:54:58.449685,M17,OFF,2,2
2008-02-29 12:54:58.473100,AD1-A,3.07833,2,2
2008-02-29 12:55:01.635600,AD1-A,3.0127,2,2
2008-02-29 12:55:06.931785,M17,ON,2,2
2008-02-29 12:55:10.441135,M17,OFF,2,2
2008-02-29 12:55:14.173098,M17,ON,2,2
2008-02-29 12:55:16.987326,I01,ABSENT,2,2
2008-02-29 12:55:19.492674,I03,ABSENT,2,2
2008-02-29 12:55:20.606363,M17,OFF,2,2
2008-02-29 12:55:21.472130,M17,ON,2,2
2008-02-29 12:55:21.864038,I03,PRESENT,2,2
2008-02-29 12:55:22.129480,AD1-A,2.96005,2,2
2008-02-29 12:55:25.748962,D01,CLOSE,2,2
2008-02-29 12:55:34.528567,M17,OFF,2,2
2008-02-29 12:55:42.245360,M17,ON,2,2
2008-02-29 12:55:47.665028,M17,OFF,2,2
2008-02-29 12:55:57.296996,M17,ON,2,2
2008-02-29 12:55:58.597784,D01,OPEN,2,2
2008-02-29 12:55:59.487723,I04,ABSENT,2,2
2008-02-29 12:56:00.196669,M17,OFF,2,2
2008-02-29 12:56:02.359356,D01,CLOSE,2,2
2008-02-29 12:56:03.447104,M17,ON,2,2
2008-02-29 12:56:07.440039,M17,OFF,2,2
2008-02-29 12:56:18.579630,M17,ON,2,2
2008-02-29 12:56:24.129086,M17,OFF,2,2
2008-02-29 12:56:43.929624,M17,ON,2,2
2008-02-29 12:56:48.365140,M17,OFF,2,2
2008-02-29 12:56:48.832297,M17,ON,2,2
2008-02-29 12:56:53.692340,M17,OFF,2,2
2008-02-29 12:57:20.191822,M17,ON,2,2
2008-02-29 12:57:24.297768,M17,OFF,2,2
2008-02-29 12:57:37.490192,M17,ON,2,2
2008-02-29 12:57:42.895704,D01,OPEN,2,2
2008-02-29 12:57:43.528605,M17,OFF,2,2
2008-02-29 12:57:43.898431,M17,ON,2,2
2008-02-29 12:57:45.965877,M17,OFF,2,2
2008-02-29 12:57:47.397486,I04,PRESENT,2,2
2008-02-29 12:57:48.886075,D01,CLOSE,2,2
2008-02-29 12:57:58.216430,AD1-A,3.0288,2,2
2008-02-29 12:58:04.151870,AD1-A,2.93708,2,2
2008-02-29 12:58:06.396461,M17,ON,2,2
2008-02-29 12:58:09.907091,M17,OFF,2,2
2008-02-29 12:58:22.951800,AD1-A,2.87879,2,2
2008-02-29 12:58:53.877562,M17,ON,2,2
2008-02-29 12:58:55.512136,M18,ON,2,2
2008-02-29 12:59:00.822665,M17,OFF,2,2
2008-02-29 12:59:02.146281,M18,OFF,2,2
2008-02-29 12:59:21.499664,M17,ON,2,2
2008-02-29 12:59:24.416364,M17,OFF,2,2
2008-02-29 12:59:25.832500,AD1-C,0.0400006,2,2
2008-02-29 12:59:30.617933,M17,ON,2,2
2008-02-29 12:59:38.959128,M17,OFF,2,2
2008-02-29 12:59:49.215770,AD1-C,0.203089,2,2
2008-02-29 12:59:49.504500,M17,ON,2,2
2008-02-29 12:59:52.147080,AD1-C,0.101486,2,2
2008-02-29 13:00:13.519942,M17,ON,2,3
2008-02-29 13:00:15.463415,D01,OPEN,2,3
2008-02-29 13:00:18.590188,M17,OFF,2,3
2008-02-29 13:00:18.918210,I06,ABSENT,2,3
2008-02-29 13:00:20.949401,I03,ABSENT,2,3
2008-02-29 13:00:21.608542,M17,ON,2,3
2008-02-29 13:00:23.911621,D01,CLOSE,2,3
2008-02-29 13:00:28.215180,AD1-C,0.0357427,2,3
2008-02-29 13:00:30.402026,M17,OFF,2,3
2008-02-29 13:00:31.698942,M17,ON,2,3
2008-02-29 13:00:34.216230,AD1-C,0.338638,2,3
2008-02-29 13:00:38.348565,M17,OFF,2,3
2008-02-29 13:00:39.335302,M17,ON,2,3
2008-02-29 13:00:41.305332,D01,OPEN,2,3
2008-02-29 13:00:42.503438,I06,PRESENT,2,3
2008-02-29 13:00:42.621499,M17,OFF,2,3
2008-02-29 13:00:43.697542,D01,CLOSE,2,3
2008-02-29 13:00:44.161591,M17,ON,2,3
2008-02-29 13:00:47.255697,M16,ON,2,3
2008-02-29 13:00:47.883625,M15,ON,2,3
2008-02-29 13:00:48.372514,M14,ON,2,3
2008-02-29 13:00:50.414979,M15,OFF,2,3
2008-02-29 13:00:51.486690,M17,OFF,2,3
2008-02-29 13:00:51.800612,M16,OFF,2,3
2008-02-29 13:00:55.483601,M13,ON,2,3
2008-02-29 13:00:59.678425,M13,OFF,2,3
2008-02-29 13:01:00.656154,M14,OFF,2,3
2008-02-29 13:01:01.565909,M14,ON,2,3
2008-02-29 13:01:02.592640,M14,OFF,2,3
2008-02-29 13:01:10.905371,M14,ON,2,3
2008-02-29 13:01:12.812846,M14,OFF,2,3
2008-02-29 13:01:49.566998,M14,ON,2,4
2008-02-29 13:01:51.700780,M13,OFF,2,4
2008-02-29 13:01:52.218500,M14,OFF,2,4
2008-02-29 13:01:52.518244,M14,ON,2,4
2008-02-29 13:01:53.834348,M15,ON,2,4
2008-02-29 13:01:54.298335,M16,ON,2,4
2008-02-29 13:01:55.464294,M17,ON,2,4
2008-02-29 13:01:57.507844,M14,OFF,2,4
2008-02-29 13:01:57.785821,M15,OFF,2,4
2008-02-29 13:01:57.785821,D01,OPEN,2,4
2008-02-29 13:01:57.939620,M16,OFF,2,4
2008-02-29 13:02:00.549033,I06,ABSENT,2,4
2008-02-29 13:02:02.644459,M17,OFF,2,4
2008-02-29 13:02:04.895853,M17,ON,2,4
2008-02-29 13:02:06.691368,I06,PRESENT,2,4
2008-02-29 13:02:08.699980,D01,CLOSE,2,4
2008-02-29 13:02:14.293610,M17,OFF,2,4
2008-02-29 13:02:16.157640,AD1-B,0.0540243,2,4
2008-02-29 13:02:19.295500,AD1-B,0.283872,2,4
2008-02-29 13:02:34.193030,AD1-B,0.229066,2,4
2008-02-29 13:02:37.255780,AD1-B,0.164495,2,4
2008-02-29 13:02:43.150140,AD1-B,0.405436,2,4
2008-02-29 13:03:10.101200,AD1-B,0.480007,2,4
2008-02-29 13:03:13.929400,AD1-B,0.404967,2,4
2008-02-29 13:03:13.929400,AD1-C,0.0467585,2,4
2008-02-29 13:03:19.196490,AD1-C,0.274731,2,4
2008-02-29 13:03:22.483700,AD1-B,0.344693,2,4
2008-02-29 13:03:22.483700,AD1-C,0.156135,2,4
2008-02-29 13:05:08.554396,M18,ON,2,4
2008-02-29 13:05:12.925645,M18,OFF,2,4
2008-02-29 13:05:49.130130,AD1-B,0.223675,2,4
2008-02-29 13:05:55.183950,AD1-B,0.274457,2,4
2008-02-29 13:05:56.561680,M17,ON,2,4
2008-02-29 13:05:58.110290,AD1-B,0.107502,2,4
2008-02-29 13:06:01.838458,M17,OFF,2,4
2008-02-29 13:06:03.740603,M17,ON,2,4
2008-02-29 13:21:28.490007,M23,ON,3,0
2008-02-29 13:21:28.616031,M01,ON,3,0
2008-02-29 13:21:29.645678,M07,ON,3,0
2008-02-29 13:21:29.925667,M08,ON,3,0
2008-02-29 13:21:31.489197,M14,ON,3,0
2008-02-29 13:21:32.299959,M07,OFF,3,0
2008-02-29 13:21:32.432990,M01,OFF,3,0
